id,name,agency,solicitation_number,outcome,docket_url,filed_date,due_date,date_decided,case_type,gao_attorney
1344,"DRS Technical Services, Inc.","Department of the Army : U.S. Army Materiel Command",R2-3G-0726,Dismissed,http://gao.gov/docket/B-411573.1,"May 26, 2015","Sep 3, 2015","Jun 24, 2015","Bid Protest","Brent Burris"
1345,"Agbayani Construction Corporation","Department of the Army : Corps of Engineers",W91238-15-q-0028,Withdrawn,http://gao.gov/docket/B-411463.2,"May 26, 2015","Sep 3, 2015","Jun 17, 2015","Bid Protest","Robert T. Wu"
1346,"InquisIT, LLC","Department of Housing and Urban Development",DU208WP-14-R-0012,Dismissed,http://gao.gov/docket/B-411575.1,"May 26, 2015","Sep 3, 2015","Jun 12, 2015","Bid Protest","Young S. Lee"
1347,"L-3 National Security Solutions, Inc.","Department of the Army : U.S. Army Materiel Command",RTEP-S3G-033,Dismissed,http://gao.gov/docket/B-411577.1,"May 26, 2015","Sep 3, 2015","Jun 10, 2015","Bid Protest","Mary G. Curcio"
1348,"Merry Technology, Inc.","Department of the Army : Corps of Engineers",W9128F-15-R-0024,Dismissed,http://gao.gov/docket/B-411578.1,"May 26, 2015","Sep 3, 2015","Jun 4, 2015","Bid Protest","Tyler L. Spunaugle"
1349,"American Material Handling, Inc.","Department of the Interior : United States Fish and Wildlife Service",RFQ981118,Dismissed,http://gao.gov/docket/B-411572.1,"May 26, 2015","Sep 3, 2015","May 29, 2015","Bid Protest","Frank Maguire"
1350,"Affordable Engineering Services Inc.","Department of the Navy : Naval Air Systems Command",N00421-11-R-0055,Denied,http://gao.gov/docket/B-407180.5,"May 22, 2015","Aug 31, 2015","Aug 21, 2015","Bid Protest","Louis A. Chiarella"
1351,"Booz Allen Hamilton, Inc.","Department of Defense : United States Marine Corps",M00264-15-R-1004,Withdrawn,http://gao.gov/docket/B-411538.2,"May 22, 2015","Aug 31, 2015","Aug 18, 2015","Bid Protest","Stephanie B. Magnell"
1352,"PCI-PACWEST, JV","Department of the Navy : Naval Facilities Engineering Command",N62473-14-R-0004,Dismissed,http://gao.gov/docket/B-410759.3,"May 22, 2015","Aug 31, 2015","Jul 2, 2015","Bid Protest","Young S. Lee"
1353,"Zapata Inc.","Department of the Air Force",FA8903-12-R-0022,Dismissed,http://gao.gov/docket/B-409779.5,"May 22, 2015","Aug 31, 2015","Jun 24, 2015","Bid Protest","Louis A. Chiarella"
1354,"JRS Staffing Services","Department of the Army : U.S. Army Materiel Command",W9124A-15-R-0008,Dismissed,http://gao.gov/docket/B-411571.1,"May 22, 2015","Aug 31, 2015","Jun 22, 2015","Bid Protest","Gary R. Allen"
1355,"Avon Protection Systems, Inc.","Department of the Navy : Naval Sea Systems Command",N61331-13-R-0004,Dismissed,http://gao.gov/docket/B-411569.1,"May 22, 2015","Aug 31, 2015","Jun 18, 2015","Bid Protest","Charles W. Morrow"
1356,"Paraben Corporation","Department of Homeland Security : Directorate of Border and Transportation Security : Federal Law Enforcement Training Center",HSFLGL-15-Q-00212,Dismissed,http://gao.gov/docket/B-411568.1,"May 22, 2015","Aug 31, 2015","Jun 16, 2015","Bid Protest","Evan D. Wesser"
1357,"Phoenix Environmental Design, Inc.","Department of Veterans Affairs","",Withdrawn,http://gao.gov/docket/B-411570.1,"May 22, 2015","Aug 31, 2015","Jun 10, 2015","Bid Protest","Pedro E. Briones"
1358,"Integrity Office Solutions, Inc.","Department of Veterans Affairs",VA258-15-Q-0235,Dismissed,http://gao.gov/docket/B-411560.1,"May 21, 2015","Aug 31, 2015","Aug 25, 2015","Bid Protest","Paula A. Williams"
1359,"PCI-PACWEST, JV","Department of the Navy : Naval Facilities Engineering Command",N62473-14-R-0004,Dismissed,http://gao.gov/docket/B-410759.2,"May 21, 2015","Aug 31, 2015","Jul 2, 2015","Bid Protest","Young S. Lee"
1360,"Veyance Technologies, Inc.","Department of Defense : Defense Logistics Agency",SPRDL1-15-R-0103,Dismissed,http://gao.gov/docket/B-411565.1,"May 21, 2015","Aug 31, 2015","Jun 16, 2015","Bid Protest","Susan K. McAuliffe"
1361,"Nexcut Shredding","Department of Health and Human Services : Public Health Service : National Institutes of Health",CC-P15-04417,Dismissed,http://gao.gov/docket/B-411564.1,"May 21, 2015","Aug 31, 2015","Jun 15, 2015","Bid Protest","Peter D. Verchinski"
1362,"Synaptek Corporation","Department of Energy",DE-SOL-0007928,Dismissed,http://gao.gov/docket/B-411567.1,"May 21, 2015","Aug 31, 2015","Jun 5, 2015","Bid Protest","Paula J. Haurilesko"
1363,"CAMSS Shelters","Department of State",4279993,Dismissed,http://gao.gov/docket/B-411566.1,"May 21, 2015","Aug 31, 2015","Jun 3, 2015","Bid Protest","Eric M. Ransom"
1364,"US21, Inc.","Department of Defense : Defense Logistics Agency",SPO600-15-R-0210,Denied,http://gao.gov/docket/B-411561.1,"May 20, 2015","Aug 28, 2015","Aug 21, 2015","Bid Protest","Kenneth Kilgour"
1365,"Tabcon Inc.","General Services Administration : Public Buildings Service",GS-07P-99-HHD-0062,Denied,http://gao.gov/docket/B-411554.1,"May 20, 2015","Aug 28, 2015","Aug 18, 2015","Bid Protest","Robert T. Wu"
1366,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE7M5-15-T-6750,Withdrawn,http://gao.gov/docket/B-411555.1,"May 20, 2015","Aug 28, 2015","Jun 25, 2015","Bid Protest","Lois Hanshaw"
1367,"Government and Military Certification Systems, Inc.","Department of the Army : U.S. Army Materiel Command",W56HZV-15-T-L029,Dismissed,http://gao.gov/docket/B-411562.1,"May 20, 2015","Aug 28, 2015","Jun 12, 2015","Bid Protest","Susan K. McAuliffe"
1368,"Xanesti Technology Services, LLC","Department of the Navy : Naval Sea Systems Command",N151-047,Withdrawn,http://gao.gov/docket/B-411563.1,"May 20, 2015","Aug 28, 2015","Jun 12, 2015","Bid Protest","Paula A. Williams"
1369,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE7L5-15-Q-0226,Dismissed,http://gao.gov/docket/B-411556.1,"May 20, 2015","Aug 28, 2015","Jun 1, 2015","Bid Protest","Katherine I. Riback"
1370,"Latvian Connection, LLC","Department of State",S-KU20015Q0009,Dismissed,http://gao.gov/docket/B-411557.1,"May 20, 2015","Aug 28, 2015","Jun 1, 2015","Bid Protest","Paula J. Haurilesko"
1371,"Latvian Connection, LLC","Department of State",S-KU20015Q0010,Dismissed,http://gao.gov/docket/B-411558.1,"May 20, 2015","Aug 28, 2015","Jun 1, 2015","Bid Protest","Paula J. Haurilesko"
1372,"Latvian Connection, LLC","Department of State",S-KU20015Q0011,Dismissed,http://gao.gov/docket/B-411559.1,"May 20, 2015","Aug 28, 2015","Jun 1, 2015","Bid Protest","Paula J. Haurilesko"
1373,"Nexagen Networks, Inc.","Department of the Army : U.S. Army Materiel Command",SSESR-2031;SSESR-2057,Dismissed,http://gao.gov/docket/B-411209.5,"May 19, 2015","Aug 27, 2015","Jul 6, 2015","Bid Protest","Glenn G. Wolcott"
1374,"Nexagen Networks, Inc.","Department of the Army : U.S. Army Materiel Command",SSESR-2057,Dismissed,http://gao.gov/docket/B-411209.6,"May 19, 2015","Aug 27, 2015","Jul 6, 2015","Bid Protest","Glenn G. Wolcott"
1375,"SKC, LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0004,Withdrawn,http://gao.gov/docket/B-411553.1,"May 19, 2015","Aug 27, 2015","Jun 29, 2015","Bid Protest","Katherine I. Riback"
1376,"Alico Systems Inc","Department of the Army : U.S. Army Materiel Command",W15P7T-13-R-A424,Dismissed,http://gao.gov/docket/B-411349.3,"May 19, 2015","Aug 27, 2015","May 22, 2015","Bid Protest","Brent Burris"
1377,"FP-FAA Seattle, LLC","General Services Administration : Public Buildings Service",3WA0392,Denied,http://gao.gov/docket/B-411544.1,"May 18, 2015","Aug 26, 2015","Aug 26, 2015","Bid Protest","Gary R. Allen"
1378,"Palmetto GBA, LLC","Department of Health and Human Services : Centers for Medicare and Medicaid Services",HHSM-500-2012-RFP-0008,Sustained,http://gao.gov/docket/B-410597.2,"May 18, 2015","Aug 26, 2015","Aug 26, 2015","Bid Protest","Pedro E. Briones"
1379,"Lockheed Martin Corporation","Department of the Air Force",FA8723-14-R-0002,Denied,http://gao.gov/docket/B-411365.2,"May 18, 2015","Aug 26, 2015","Aug 26, 2015","Bid Protest","Gary R. Allen"
1380,"Phillips & Jordan, Inc.","Department of the Army : Corps of Engineers",W912EP-14-R-0016,Denied,http://gao.gov/docket/B-411551.1,"May 18, 2015","Aug 26, 2015","Aug 25, 2015","Bid Protest","Heather Weiner"
1381,"Prosperity Metro Plaza of Virginia, LLC","General Services Administration : Public Buildings Service",3VA0614;2VA0740,Denied,http://gao.gov/docket/B-411548.1,"May 18, 2015","Aug 26, 2015","Aug 21, 2015","Bid Protest","Robert T. Wu"
1382,"Prosperity Metro Plaza of Virginia, LLC","General Services Administration : Public Buildings Service",2VA0740,Denied,http://gao.gov/docket/B-411547.1,"May 18, 2015","Aug 26, 2015","Aug 21, 2015","Bid Protest","Robert T. Wu"
1383,"Fire Risk Management, Inc.","Department of Veterans Affairs",VA260-15-R-0295,Sustained,http://gao.gov/docket/B-411552.1,"May 18, 2015","Aug 26, 2015","Aug 20, 2015","Bid Protest","Frank Maguire"
1384,"Magwood Services, Inc.","Department of Homeland Security : United States Coast Guard",HSCG83-15-B-PCR091,Dismissed,http://gao.gov/docket/B-411545.1,"May 18, 2015","Aug 26, 2015","Aug 10, 2015","Bid Protest","Matthew T. Crosby"
1385,"Fluor Energy Technology Services, LLC","Department of Energy",DE-SOL-005395,Dismissed,http://gao.gov/docket/B-411466.2,"May 18, 2015","Aug 26, 2015","Jul 27, 2015","Bid Protest","Eric M. Ransom"
1386,"Research Analysis & Maintenance, Inc.","Department of the Army",W91151-14-R-0999,Denied,http://gao.gov/docket/B-410570.7,"May 18, 2015","Aug 26, 2015","Jul 22, 2015","Bid Protest","Evan D. Wesser"
1387,"Bannum Inc.","Department of Justice : Bureau of Prisons",200-1179-MA,Denied,http://gao.gov/docket/B-407079.3,"May 18, 2015","Aug 26, 2015","Jul 14, 2015","Bid Protest","Kenneth Kilgour"
1388,"n-Link-LSG Joint Venture","Department of the Army",W911S0-15-R-DTFM,Denied,http://gao.gov/docket/B-411352.2,"May 18, 2015","Aug 26, 2015","Jul 1, 2015","Bid Protest","Scott H. Riback"
1389,"ICS Nett, Inc.","Department of the Army",W9133L-14-R-0059,Dismissed,http://gao.gov/docket/B-411550.1,"May 18, 2015","Aug 26, 2015","Jun 25, 2015","Bid Protest","Mary G. Curcio"
1390,"Tiber Creek Consulting, Inc.","Department of the Army",W9133L-14-R-0059,Dismissed,http://gao.gov/docket/B-411550.2,"May 18, 2015","Aug 26, 2015","Jun 25, 2015","Bid Protest","Mary G. Curcio"
1391,"BAE Systems Information Solutions, Inc.","Department of Defense : Defense Intelligence Agency",HHM402-15-R-0019,Withdrawn,http://gao.gov/docket/B-411546.1,"May 18, 2015","Aug 26, 2015","Jun 24, 2015","Bid Protest","Eric M. Ransom"
1392,"Central Texas College","Department of the Air Force",FA5215-13-R-7001,Withdrawn,http://gao.gov/docket/B-411549.1,"May 18, 2015","Aug 26, 2015","May 29, 2015","Bid Protest","Paul N. Wengert"
1393,"G K Mechanical Systems, LLC","Department of the Army : U.S. Army Materiel Command",W58RGZ-14-R-0258,Dismissed,http://gao.gov/docket/B-410410.3,"May 18, 2015","Aug 26, 2015","May 29, 2015","Bid Protest","Lois Hanshaw"
1394,"Affordable Engineering Services Inc.","Department of the Navy : Naval Air Systems Command",N00421-11-R-0055,Denied,http://gao.gov/docket/B-407180.4,"May 15, 2015","Aug 24, 2015","Aug 21, 2015","Bid Protest","Louis A. Chiarella"
1395,"Applied Visual Technology Inc.","General Services Administration : Office of Federal Supply and Services",TFTP-MC-000874-B,Denied,http://gao.gov/docket/B-401804.3,"May 15, 2015","Aug 24, 2015","Aug 21, 2015","Bid Protest","Evan D. Wesser"
1396,"Rice Services, Inc.","Department of Homeland Security : United States Coast Guard",HSCG84-15-R-AA1441,Denied,http://gao.gov/docket/B-411540.1,"May 15, 2015","Aug 24, 2015","Aug 20, 2015","Bid Protest","Susan K. McAuliffe"
1397,"Booz Allen Hamilton, Inc.","Department of Defense : United States Marine Corps",M00264-15-R-1004,Withdrawn,http://gao.gov/docket/B-411538.1,"May 15, 2015","Aug 24, 2015","Aug 18, 2015","Bid Protest","Stephanie B. Magnell"
1398,"DynCorp International LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0086,Denied,http://gao.gov/docket/B-411465.2,"May 15, 2015","Aug 24, 2015","Aug 4, 2015","Bid Protest","Evan D. Wesser"
1399,"LogiCore Corporation","Department of the Army : U.S. Army Materiel Command",2014L-6,Withdrawn,http://gao.gov/docket/B-411543.1,"May 15, 2015","Aug 24, 2015","Jul 1, 2015","Bid Protest","Glenn G. Wolcott"
1400,"Green Lantern, LLC","Department of Veterans Affairs",VA248-15-Q-0563,Dismissed,http://gao.gov/docket/B-411536.1,"May 15, 2015","Aug 24, 2015","Jun 29, 2015","Bid Protest","Scott H. Riback"
1401,"SRA International, Inc.","Department of Defense : Defense Intelligence Agency",HHM402-15-R-0024,Withdrawn,http://gao.gov/docket/B-411539.1,"May 15, 2015","Aug 24, 2015","Jun 24, 2015","Bid Protest","K. Nicole Willems"
1402,"MicroTechnologies, LLC","Department of the Army : Corps of Engineers",W912DY-14-G-C959,Dismissed,http://gao.gov/docket/B-411541.1,"May 15, 2015","Aug 24, 2015","Jun 17, 2015","Bid Protest","Mary G. Curcio"
1403,"Fairchild Controls","Department of Defense : Defense Logistics Agency","",Withdrawn,http://gao.gov/docket/B-411542.1,"May 15, 2015","Aug 24, 2015","May 22, 2015","Bid Protest","Jennifer D. Westfall-McGrail"
1404,"Metis Solutions, LLC","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Human Resources Activity",H98210-15-R-0001,Sustained,http://gao.gov/docket/B-411173.9,"May 14, 2015","Aug 24, 2015","Jul 20, 2015","Bid Protest","Scott H. Riback"
1405,"Nexagen Networks, Inc.","Department of the Army : U.S. Army Materiel Command",SSESR-2057,Dismissed,http://gao.gov/docket/B-411209.3,"May 14, 2015","Aug 24, 2015","Jul 6, 2015","Bid Protest","Glenn G. Wolcott"
1406,"Nexagen Networks, Inc.","Department of the Army : U.S. Army Materiel Command",SSESR-2031;SSESR-2057,Dismissed,http://gao.gov/docket/B-411209.4,"May 14, 2015","Aug 24, 2015","Jul 6, 2015","Bid Protest","Glenn G. Wolcott"
1407,"Alico Systems Inc","Department of the Army : U.S. Army Materiel Command",W15P7T-13-R-A424,Dismissed,http://gao.gov/docket/B-411349.2,"May 14, 2015","Aug 24, 2015","May 22, 2015","Bid Protest","Brent Burris"
1408,"Advance Aero-Tech, Inc.","Department of Defense : Defense Logistics Agency",SPE4A6-15-T-Y374,Dismissed,http://gao.gov/docket/B-411535.1,"May 14, 2015","Aug 24, 2015","May 15, 2015","Bid Protest","Scott H. Riback"
1409,"Al Mutawa & Sahni Company, WLL","Department of the Air Force",FA5702-15-T-0001,Denied,http://gao.gov/docket/B-411534.1,"May 13, 2015","Aug 21, 2015","Aug 14, 2015","Bid Protest","Peter D. Verchinski"
1410,"InfoZen, Inc.","Department of Veterans Affairs",VA118-15-R-0028,Denied,http://gao.gov/docket/B-411530.1,"May 13, 2015","Aug 21, 2015","Aug 12, 2015","Bid Protest","Paul N. Wengert"
1411,"W.W. Grainger, Inc.","General Services Administration : Office of Federal Supply and Services",QS0A-4PL-150014,Dismissed,http://gao.gov/docket/B-411533.1,"May 13, 2015","Aug 21, 2015","Jun 24, 2015","Bid Protest","Matthew T. Crosby"
1412,"Latvian Connection, LLC","Department of the Army",W912D1-15-R-0036,Dismissed,http://gao.gov/docket/B-411531.1,"May 13, 2015","Aug 21, 2015","Jun 19, 2015","Bid Protest","Mary G. Curcio"
1413,"Latvian Connection, LLC","Department of the Army",W912D1-15-R-0037,Dismissed,http://gao.gov/docket/B-411532.1,"May 13, 2015","Aug 21, 2015","Jun 19, 2015","Bid Protest","Mary G. Curcio"
1414,"Genesis Business Systems","Department of the Army : Corps of Engineers",W912DY-14-R-0053,Dismissed,http://gao.gov/docket/B-411264.8,"May 13, 2015","Aug 21, 2015","Jun 11, 2015","Bid Protest","Eric M. Ransom"
1415,"AeroSage LLC","Department of Veterans Affairs",VA241-15-F-0172,Dismissed,http://gao.gov/docket/B-411235.2,"May 13, 2015","Aug 21, 2015","Jun 8, 2015","Bid Protest: Reconsideration","Tyler L. Spunaugle"
1416,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-15-T-1058,Withdrawn,http://gao.gov/docket/B-411528.1,"May 12, 2015","Aug 20, 2015","Aug 5, 2015","Bid Protest","Young S. Lee"
1417,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-15-T-2307,Withdrawn,http://gao.gov/docket/B-411529.1,"May 12, 2015","Aug 20, 2015","Aug 5, 2015","Bid Protest","Young S. Lee"
1418,"Ball Aerospace & Technologies Corporation","National Aeronautics and Space Administration","",Denied,http://gao.gov/docket/B-411359.2,"May 12, 2015","Aug 20, 2015","Jul 16, 2015","Bid Protest","Cherie J. Owen"
1419,"Crosstown Courier Service, Inc.","Department of Veterans Affairs",VA263-15-Q-0405,Dismissed,http://gao.gov/docket/B-411526.1,"May 12, 2015","Aug 20, 2015","Jun 11, 2015","Bid Protest","Louis A. Chiarella"
1420,"FitNet International Corporation","Department of the Army",10662601,Denied,http://gao.gov/docket/B-411520.1,"May 11, 2015","Aug 19, 2015","Aug 14, 2015","Bid Protest","Katherine I. Riback"
1421,"Coulson Aviation (USA), Inc.","Department of the Air Force",FA8504-14-R-31382,Denied,http://gao.gov/docket/B-411525.1,"May 11, 2015","Aug 19, 2015","Aug 14, 2015","Bid Protest","Heather Weiner"
1422,"Food Services, Inc. of Gainesville","Department of the Air Force",FA4484-15-R-0005,Denied,http://gao.gov/docket/B-411032.3,"May 11, 2015","Aug 19, 2015","Aug 10, 2015","Bid Protest","Brent Burris"
1423,"Vectour Transportation Group, Inc.","Department of Veterans Affairs",VA241-13-R-0509,Dismissed,http://gao.gov/docket/B-410125.3,"May 11, 2015","Aug 19, 2015","Aug 6, 2015","Bid Protest","Paula A. Williams"
1424,"Blue Tech, Inc.","Department of Agriculture",AG-3144-S-15-0035,Dismissed,http://gao.gov/docket/B-411518.1,"May 11, 2015","Aug 19, 2015","Jul 28, 2015","Bid Protest","Brent Burris"
1425,"Cubic Applications Inc","Department of the Air Force",FA4890-12-D-00XX-0065,Sustained,http://gao.gov/docket/B-411305.2,"May 11, 2015","Aug 19, 2015","Jul 9, 2015","Bid Protest","Robert T. Wu"
1426,"Aero Simulation, Inc.","Department of the Navy : Naval Air Systems Command",N61340-15-R-0059,Denied,http://gao.gov/docket/B-411373.2,"May 11, 2015","Aug 19, 2015","Jul 2, 2015","Bid Protest","Robert T. Wu"
1427,"SIGA Technologies, Inc.","Department of Health and Human Services",INTENT-2015-1-SPXAV,Withdrawn,http://gao.gov/docket/B-411524.1,"May 11, 2015","Aug 19, 2015","Jun 26, 2015","Bid Protest","Glenn G. Wolcott"
1428,"Karthik Consulting, LLC","Department of the Navy : Office of Naval Research",N00024-14-R-3351,Withdrawn,http://gao.gov/docket/B-411522.1,"May 11, 2015","Aug 19, 2015","Jun 22, 2015","Bid Protest","Kenneth Kilgour"
1429,"Tazweed Commercial Solutions, P. S. C.","Department of the Army : U.S. Army Materiel Command",W52P1J-15-R-0017,Withdrawn,http://gao.gov/docket/B-411527.1,"May 11, 2015","Aug 19, 2015","Jun 22, 2015","Bid Protest","Evan D. Wesser"
1430,"Venergy Group LLC","Department of Veterans Affairs",VA259-15-R-0171,Dismissed,http://gao.gov/docket/B-411516.1,"May 11, 2015","Aug 19, 2015","Jun 19, 2015","Bid Protest","Katherine I. Riback"
1431,"Focused Management, Inc.","Department of Energy",DE-SOL-0005569,Dismissed,http://gao.gov/docket/B-409477.3,"May 11, 2015","Aug 19, 2015","Jun 16, 2015","Bid Protest","Eric M. Ransom"
1432,"Scientific Research Corporation","Department of the Air Force",RFP-11,Dismissed,http://gao.gov/docket/B-411502.2,"May 11, 2015","Aug 19, 2015","Jun 12, 2015","Bid Protest","Charles W. Morrow"
1433,"Gella LLC","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIHOD2014001,Dismissed,http://gao.gov/docket/B-409917.5,"May 11, 2015","Aug 19, 2015","Jun 10, 2015","Bid Protest","Robert T. Wu"
1434,"ManTech Advanced Systems International, Inc.","Department of Justice : Federal Bureau of Investigation",DFJ-14-1100-PR-0005402,Dismissed,http://gao.gov/docket/B-411521.1,"May 11, 2015","Aug 19, 2015","Jun 8, 2015","Bid Protest","Scott H. Riback"
1435,"MicroSys, LLC","Department of Defense : Washington Headquarters Service",HQ0034-14-R-0051,Dismissed,http://gao.gov/docket/B-409943.3,"May 11, 2015","Aug 19, 2015","Jun 5, 2015","Bid Protest","Pedro E. Briones"
1436,"Xcelerate Solutions","Department of Defense : Washington Headquarters Service",HQ0034-14-R-0051,Dismissed,http://gao.gov/docket/B-409943.4,"May 11, 2015","Aug 19, 2015","Jun 5, 2015","Bid Protest","Pedro E. Briones"
1437,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE7L7-15-T-4072,Dismissed,http://gao.gov/docket/B-411517.1,"May 11, 2015","Aug 19, 2015","Jun 4, 2015","Bid Protest","Lois Hanshaw"
1438,"Southwest Florida Seafood,LLC Imports and Exports","Department of the Air Force",FA4417-15-R-0022,Dismissed,http://gao.gov/docket/B-411519.1,"May 11, 2015","Aug 19, 2015","May 27, 2015","Bid Protest","Noah B. Bleicher"
1439,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE7M9-15-T-4883,Dismissed,http://gao.gov/docket/B-411514.1,"May 11, 2015","Aug 19, 2015","May 13, 2015","Bid Protest","Christina Sklarew"
1440,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE7M9-15-T-4883;SPE7M9-15-T-8917,Dismissed,http://gao.gov/docket/B-411515.1,"May 11, 2015","Aug 19, 2015","May 13, 2015","Bid Protest","Christina Sklarew"
1441,"Al-Tahouna Al-Ahliah General Trading & Contracting Co. W.L.L.","Department of Defense : Defense Logistics Agency","",Denied,http://gao.gov/docket/B-411505.1,"May 8, 2015","Aug 17, 2015","Aug 11, 2015","Bid Protest","Evan D. Wesser"
1442,"ARCADIS US, Inc.","Environmental Protection Agency",SOL-CI-13-00050,Denied,http://gao.gov/docket/B-411302.2,"May 8, 2015","Aug 17, 2015","Jul 7, 2015","Bid Protest","Mary G. Curcio"
1443,"Choctaw Staffing Solutions","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Human Resources Activity",H98210-15-R-0016,Dismissed,http://gao.gov/docket/B-411510.1,"May 8, 2015","Aug 17, 2015","Jun 25, 2015","Bid Protest","K. Nicole Willems"
1444,"United Federal Systems, Inc.","Department of the Army : Corps of Engineers",W5J9CQ-14-R-0002,Dismissed,http://gao.gov/docket/B-411512.1,"May 8, 2015","Aug 17, 2015","Jun 18, 2015","Bid Protest","Susan K. McAuliffe"
1445,"3T Federal Solutions, LLC","Department of Defense : Defense Logistics Agency",SPE7M8-15-T-2134,Dismissed,http://gao.gov/docket/B-411507.1,"May 8, 2015","Aug 17, 2015","Jun 5, 2015","Bid Protest","K. Nicole Willems"
1446,"AmeriGuard Security Services, Inc.","Department of Health and Human Services",15-233-SOL-00130,Dismissed,http://gao.gov/docket/B-411513.1,"May 8, 2015","Aug 17, 2015","Jun 1, 2015","Bid Protest","Frank Maguire"
1447,"Medfinity LLC","Department of the Army",W91YU0-15-T-0170,Dismissed,http://gao.gov/docket/B-411508.1,"May 8, 2015","Aug 17, 2015","May 26, 2015","Bid Protest","Peter D. Verchinski"
1448,"Blue Chip Medical Products","Department of Veterans Affairs",VA240-15-Q-0003,Dismissed,http://gao.gov/docket/B-411511.1,"May 8, 2015","Aug 17, 2015","May 15, 2015","Bid Protest","Evan D. Wesser"
1449,"United Food-Commercial Workers Local 1996","Department of the Army",PS-14-004-15-021,Dismissed,http://gao.gov/docket/B-411509.1,"May 8, 2015","Aug 17, 2015","May 14, 2015","Bid Protest","Paul N. Wengert"
1450,"Triad Isotopes, Inc.","Department of Veterans Affairs",VA248-15-Q-1144,Dismissed,http://gao.gov/docket/B-411506.1,"May 7, 2015","Aug 17, 2015","Jul 30, 2015","Bid Protest","Paula A. Williams"
1451,"Olympus Building Services, Inc.","Department of Defense : Department of Defense Education Activity",HEVAS6-15-R-0001,Denied,http://gao.gov/docket/B-411474.2,"May 7, 2015","Aug 17, 2015","Jul 30, 2015","Bid Protest","Mary G. Curcio"
1452,"Oasis Systems, LLC","Department of the Air Force","",Dismissed,http://gao.gov/docket/B-408227.6,"May 7, 2015","Aug 17, 2015","Jul 2, 2015","Bid Protest","Louis A. Chiarella"
1453,"FitNet International Corporation","Department of the Army",W81GN650272000,Dismissed,http://gao.gov/docket/B-411504.1,"May 7, 2015","Aug 17, 2015","Jun 25, 2015","Bid Protest","Cherie J. Owen"
1454,"DynCorp International LLC","Department of State",SAQMMA14R0319,Dismissed,http://gao.gov/docket/B-411126.3,"May 7, 2015","Aug 17, 2015","May 27, 2015","Bid Protest","Cherie J. Owen"
1455,"DCS Corporation","Department of the Air Force",RFP-11,Dismissed,http://gao.gov/docket/B-411502.1,"May 6, 2015","Aug 14, 2015","Jun 12, 2015","Bid Protest","Charles W. Morrow"
1456,"SanDow Construction, Inc.","Department of the Army",W912K6-15-B-0001,Dismissed,http://gao.gov/docket/B-411457.2,"May 6, 2015","Aug 14, 2015","Jun 4, 2015","Bid Protest","Paul N. Wengert"
1457,"ConTemporaries, Inc.","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIHOD2014001,Dismissed,http://gao.gov/docket/B-409917.3,"May 6, 2015","Aug 14, 2015","May 19, 2015","Bid Protest","Robert T. Wu"
1458,"MIRACORP, Inc.","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIHOD2014001,Dismissed,http://gao.gov/docket/B-409917.4,"May 6, 2015","Aug 14, 2015","May 19, 2015","Bid Protest","Robert T. Wu"
1459,"Rand Enterprises, Inc.","Department of the Army : Corps of Engineers",W91236-15-R-0001,Withdrawn,http://gao.gov/docket/B-411503.1,"May 6, 2015","Aug 14, 2015","May 14, 2015","Bid Protest","Eric M. Ransom"
1460,"Medfinity LLC","Department of Veterans Affairs","",Dismissed,http://gao.gov/docket/B-411500.1,"May 5, 2015","Aug 13, 2015","Jun 10, 2015","Bid Protest","Peter D. Verchinski"
1461,"Okinawa Daiken Company, Ltd.","Department of the Air Force",FA5720-15-R-0001,Dismissed,http://gao.gov/docket/B-411499.1,"May 5, 2015","Aug 13, 2015","May 19, 2015","Bid Protest","Gary R. Allen"
1462,"Kinetic Systems, Inc.","Department of the Army : U.S. Army Materiel Command",W911QX-15-T-0105,Dismissed,http://gao.gov/docket/B-411501.1,"May 5, 2015","Aug 13, 2015","May 19, 2015","Bid Protest","Matthew T. Crosby"
1463,"AeroSage LLC","Department of Veterans Affairs",VA528-15-Q-0078,Dismissed,http://gao.gov/docket/B-411372.2,"May 4, 2015","Aug 12, 2015","Aug 31, 2015","Bid Protest: Reconsideration","Frank Maguire"
1464,"Latvian Connection, LLC","Department of the Army",W912D1-15-R-0014,Sustained,http://gao.gov/docket/B-411489.1,"May 4, 2015","Aug 12, 2015","Aug 11, 2015","Bid Protest","Katherine I. Riback"
